############################################################
#          Grid for Magnetic Totalintensity
############################################################
#   6 Fields:
#     (1) Date in decimal years
#     (2) Latitude in decimal Degrees
#     (3) Longitude in decimal Degrees
#     (4) Elevation in km GPS
#     (5) Totalintensity in decimal nanoTesla (nT)s
#     (6) Totalintensity_sv in decimal nanoTesla (nT)s
#
#   Magnetic Model: IGRF12 (calculator version 0.5.0.7)
############################################################
2015.87945,-13.00000,-37.00000,20.00000,24632.4,17.6
2015.87945,-13.00000,-36.00000,20.00000,24746.2,19.5
2015.87945,-13.00000,-35.00000,20.00000,24863.5,21.2
2015.87945,-13.00000,-34.00000,20.00000,24984.3,22.9
2015.87945,-13.00000,-33.00000,20.00000,25108.4,24.4
2015.87945,-13.00000,-32.00000,20.00000,25235.6,25.8
2015.87945,-13.00000,-31.00000,20.00000,25366.1,27.2
2015.87945,-14.00000,-41.00000,20.00000,24079.1,8.9
2015.87945,-14.00000,-40.00000,20.00000,24177.9,11.0
2015.87945,-14.00000,-39.00000,20.00000,24280.5,13.1
2015.87945,-14.00000,-38.00000,20.00000,24386.8,15.0
2015.87945,-14.00000,-37.00000,20.00000,24496.7,16.8
2015.87945,-14.00000,-36.00000,20.00000,24610.0,18.6
2015.87945,-14.00000,-35.00000,20.00000,24726.7,20.2
2015.87945,-14.00000,-34.00000,20.00000,24846.5,21.7
2015.87945,-14.00000,-33.00000,20.00000,24969.5,23.2
2015.87945,-14.00000,-32.00000,20.00000,25095.6,24.5
2015.87945,-14.00000,-31.00000,20.00000,25224.6,25.8
2015.87945,-15.00000,-41.00000,20.00000,23950.8,8.3
2015.87945,-15.00000,-40.00000,20.00000,24049.7,10.4
2015.87945,-15.00000,-39.00000,20.00000,24152.3,12.3
2015.87945,-15.00000,-38.00000,20.00000,24258.3,14.1
2015.87945,-15.00000,-37.00000,20.00000,24367.6,15.8
2015.87945,-15.00000,-36.00000,20.00000,24480.1,17.5
2015.87945,-15.00000,-35.00000,20.00000,24595.7,19.0
2015.87945,-15.00000,-34.00000,20.00000,24714.3,20.4
2015.87945,-15.00000,-33.00000,20.00000,24835.9,21.8
2015.87945,-15.00000,-32.00000,20.00000,24960.4,23.1
2015.87945,-15.00000,-31.00000,20.00000,25087.8,24.2
2015.87945,-16.00000,-41.00000,20.00000,23830.4,7.6
2015.87945,-16.00000,-40.00000,20.00000,23929.2,9.5
2015.87945,-16.00000,-39.00000,20.00000,24031.4,11.3
2015.87945,-16.00000,-38.00000,20.00000,24136.8,13.0
2015.87945,-16.00000,-37.00000,20.00000,24245.2,14.7
2015.87945,-16.00000,-36.00000,20.00000,24356.7,16.2
2015.87945,-16.00000,-35.00000,20.00000,24471.0,17.6
2015.87945,-16.00000,-34.00000,20.00000,24588.1,19.0
2015.87945,-16.00000,-33.00000,20.00000,24707.9,20.2
2015.87945,-16.00000,-32.00000,20.00000,24830.5,21.4
2015.87945,-16.00000,-31.00000,20.00000,24955.8,22.5
2015.87945,-17.00000,-41.00000,20.00000,23718.0,6.7
2015.87945,-17.00000,-40.00000,20.00000,23816.5,8.5
2015.87945,-17.00000,-39.00000,20.00000,23918.0,10.2
2015.87945,-17.00000,-38.00000,20.00000,24022.5,11.8
2015.87945,-17.00000,-37.00000,20.00000,24129.9,13.3
2015.87945,-17.00000,-36.00000,20.00000,24239.9,14.7
2015.87945,-17.00000,-35.00000,20.00000,24352.7,16.1
2015.87945,-17.00000,-34.00000,20.00000,24468.0,17.3
2015.87945,-17.00000,-33.00000,20.00000,24585.9,18.5
2015.87945,-17.00000,-32.00000,20.00000,24706.3,19.6
2015.87945,-17.00000,-31.00000,20.00000,24829.3,20.6
2015.87945,-18.00000,-41.00000,20.00000,23613.8,5.6
2015.87945,-18.00000,-40.00000,20.00000,23711.6,7.3
2015.87945,-18.00000,-39.00000,20.00000,23812.3,8.9
2015.87945,-18.00000,-38.00000,20.00000,23915.7,10.4
2015.87945,-18.00000,-37.00000,20.00000,24021.7,11.8
2015.87945,-18.00000,-36.00000,20.00000,24130.2,13.1
2015.87945,-18.00000,-35.00000,20.00000,24241.1,14.4
2015.87945,-18.00000,-34.00000,20.00000,24354.4,15.5
2015.87945,-18.00000,-33.00000,20.00000,24470.1,16.6
2015.87945,-18.00000,-32.00000,20.00000,24588.1,17.6
2015.87945,-18.00000,-31.00000,20.00000,24708.5,18.5
2015.87945,-19.00000,-41.00000,20.00000,23517.9,4.4
2015.87945,-19.00000,-40.00000,20.00000,23614.9,6.0
2015.87945,-19.00000,-39.00000,20.00000,23714.5,7.5
2015.87945,-19.00000,-38.00000,20.00000,23816.6,8.9
2015.87945,-19.00000,-37.00000,20.00000,23921.0,10.2
2015.87945,-19.00000,-36.00000,20.00000,24027.7,11.4
2015.87945,-19.00000,-35.00000,20.00000,24136.6,12.5
2015.87945,-19.00000,-34.00000,20.00000,24247.6,13.6
2015.87945,-19.00000,-33.00000,20.00000,24360.9,14.6
2015.87945,-19.00000,-32.00000,20.00000,24476.2,15.5
2015.87945,-19.00000,-31.00000,20.00000,24593.8,16.3
2015.87945,-20.00000,-41.00000,20.00000,23430.4,3.0
2015.87945,-20.00000,-40.00000,20.00000,23526.3,4.5
2015.87945,-20.00000,-39.00000,20.00000,23624.6,5.9
2015.87945,-20.00000,-38.00000,20.00000,23725.2,7.2
2015.87945,-20.00000,-37.00000,20.00000,23827.9,8.4
2015.87945,-20.00000,-36.00000,20.00000,23932.6,9.5
2015.87945,-20.00000,-35.00000,20.00000,24039.3,10.6
2015.87945,-20.00000,-34.00000,20.00000,24147.9,11.6
2015.87945,-20.00000,-33.00000,20.00000,24258.5,12.4
2015.87945,-20.00000,-32.00000,20.00000,24371.0,13.2
2015.87945,-20.00000,-31.00000,20.00000,24485.5,14.0
