generating_institute     gfz-potsdam
     generating_date     2015/10/23
        product_type     gravity_field
                body     earth
           modelname     eigen-6c4
     max_used_degree          2190
         tide_system     tide_free
          functional     gravity_earth  (centrifugal term included)
                unit     mgal
          refsysname     WGS84
            gmrefpot      3.98600441800E+14 m**3/s**2
        radiusrefpot     6378137.000 m
          flatrefpot      3.352810664747480E-03   (1/298.25722356300)
         omegarefpot      7.29211500000E-05 1/s
    normal_potential      6.263685171456948E+07 m**2/s**2
       long_lat_unit     degree
      latlimit_north      -6.0000000000000    
      latlimit_south      -20.000000000000    
      longlimit_west       319.00000000000    
      longlimit_east       329.00000000000    
            gridstep      0.10000000000000    
  latitude_parallels           141
 longitude_parallels           101
number_of_gridpoints         14241
            gapvalue        9999999.0000
       weighted_mean      9.7827218E+05 mgal
            maxvalue      9.7879470E+05 mgal
            minvalue      9.7784516E+05 mgal
         signal_wrms      1.9344986E+02 mgal
         grid_format     long_lat_height_value
 
          longitude    latitude  h_over_geoid  gravity_earth
            [deg.]      [deg.]     [meter]         [mgal]
end_of_head ======================================================
           322.2000    -10.2000     296.00   978122.210819947068
           322.3000    -10.2000     263.00   978139.191230997443
           322.4000    -10.2000     285.00   978137.177665600670
           322.5000    -10.2000     266.00   978139.806079076952
           322.6000    -10.2000     269.00   978136.956511925906
           322.7000    -10.2000     238.00   978143.625257986947
           322.8000    -10.2000     209.00   978148.587759417482
           322.9000    -10.2000     181.00   978146.265203393414
           323.0000    -10.2000      85.00   978160.939237352693
           323.1000    -10.2000      48.00   978167.606243234128
           323.2000    -10.2000       6.00   978175.772519799997
           323.3000    -10.2000      87.00   978150.683230247232
           323.4000    -10.2000      62.00   978160.599429713562
           323.5000    -10.2000      31.00   978183.089623881620
           323.6000    -10.2000      54.00   978173.470932039432
           323.7000    -10.2000      55.00   978175.335026334971
           323.8000    -10.2000      15.00   978179.770851562265
           323.9000    -10.2000       0.00   978182.355060939677
           324.0000    -10.2000       0.00   978190.493900445406
           324.1000    -10.2000       0.00   978203.754050117335
           324.2000    -10.2000       0.00   978164.797085882630
           324.3000    -10.2000       0.00   978144.893827185268
           324.4000    -10.2000       0.00   978131.014119555242
           324.5000    -10.2000       0.00   978124.629115050426
           324.6000    -10.2000       0.00   978130.236421232112
           324.7000    -10.2000       0.00   978138.902367229108
           324.8000    -10.2000       0.00   978142.770624557161
           324.9000    -10.2000       0.00   978145.200607158709
           325.0000    -10.2000       0.00   978147.853969683521
           325.1000    -10.2000       0.00   978150.048861033400
           325.2000    -10.2000       0.00   978153.478311377694
           325.3000    -10.2000       0.00   978152.682464134879
           325.4000    -10.2000       0.00   978160.575516679906
           325.5000    -10.2000       0.00   978165.684654326178
           325.6000    -10.2000       0.00   978168.305038443184
           325.7000    -10.2000       0.00   978171.210516764782
           325.8000    -10.2000       0.00   978176.375759206014
           325.9000    -10.2000       0.00   978179.853684570990
           326.0000    -10.2000       0.00   978181.573348252918
           326.1000    -10.2000       0.00   978185.389356786269
           326.2000    -10.2000       0.00   978182.794053261518
           326.3000    -10.2000       0.00   978177.672878990532
           326.4000    -10.2000       0.00   978178.398810903192
           326.5000    -10.2000       0.00   978173.721482140711
           326.6000    -10.2000       0.00   978174.124749177485
           326.7000    -10.2000       0.00   978177.856612921692
           326.8000    -10.2000       0.00   978177.785746927024
           326.9000    -10.2000       0.00   978176.046005948563
           327.0000    -10.2000       0.00   978176.764129506657
           327.1000    -10.2000       0.00   978179.714689220418
           327.2000    -10.2000       0.00   978177.940631030127
           327.3000    -10.2000       0.00   978182.442087543430
           327.4000    -10.2000       0.00   978186.003240945633
           327.5000    -10.2000       0.00   978182.023966140114
           327.6000    -10.2000       0.00   978184.370813637157
           327.7000    -10.2000       0.00   978179.740745608462
           327.8000    -10.2000       0.00   978175.794096049969
           327.9000    -10.2000       0.00   978175.901605691877
           328.0000    -10.2000       0.00   978174.110050526448
           328.1000    -10.2000       0.00   978176.694886620040
           328.2000    -10.2000       0.00   978174.116836185451
           328.3000    -10.2000       0.00   978185.170221357606
           328.4000    -10.2000       0.00   978179.081249091774
           328.5000    -10.2000       0.00   978180.604402670171
           328.6000    -10.2000       0.00   978183.002584872884
           328.7000    -10.2000       0.00   978182.697235330823
           328.8000    -10.2000       0.00   978182.253480721731
           328.9000    -10.2000       0.00   978180.543247481226
           329.0000    -10.2000       0.00   978181.450715396437
           319.0000    -10.3000     753.00   977977.108535868698
           319.1000    -10.3000     538.00   978025.562991890823
           319.2000    -10.3000     525.00   978016.889206738677
           319.3000    -10.3000     546.00   978007.358910677372
           319.4000    -10.3000     629.00   977992.987163221464
           319.5000    -10.3000     777.00   977965.421221139026
           319.6000    -10.3000     769.00   977968.657963539707
           319.7000    -10.3000     740.00   977974.522202314343
           319.8000    -10.3000     717.00   977986.340865435312
           319.9000    -10.3000     536.00   978023.252760119969
           320.0000    -10.3000     443.00   978056.183462237124
           320.1000    -10.3000     481.00   978050.472086552298
           320.2000    -10.3000     401.00   978072.329156078631
           320.3000    -10.3000     382.00   978078.563230333501
           320.4000    -10.3000     438.00   978063.583377892035
           320.5000    -10.3000     477.00   978063.963583126781
           320.6000    -10.3000     485.00   978056.463252630318
           320.7000    -10.3000     615.00   978019.416485013673
           320.8000    -10.3000     498.00   978050.966129438370
           320.9000    -10.3000     493.00   978054.036577820312
           321.0000    -10.3000     506.00   978048.585844003479
           321.1000    -10.3000     584.00   978022.966412799899
           321.2000    -10.3000     709.00   977973.886605026317
           321.3000    -10.3000     661.00   977966.045292411814
           321.4000    -10.3000     672.00   977942.880282933125
           321.5000    -10.3000     508.00   977972.937285580789
           321.6000    -10.3000     426.00   977985.154268399579
           321.7000    -10.3000     314.00   978029.403970140847
           321.8000    -10.3000     368.00   978047.630383640528
           321.9000    -10.3000     251.00   978107.771498230286
           322.0000    -10.3000     246.00   978129.655196389416
           322.1000    -10.3000     217.00   978142.187392175430
           322.2000    -10.3000     315.00   978123.834748260677
           322.3000    -10.3000     342.00   978121.061053098529
           322.4000    -10.3000     258.00   978140.325500105741
           322.5000    -10.3000     211.00   978154.842109728255
           322.6000    -10.3000     174.00   978161.408437837614
           322.7000    -10.3000     211.00   978149.869563731947
           322.8000    -10.3000     176.00   978158.912424078560
           322.9000    -10.3000     214.00   978142.276872677030
           323.0000    -10.3000     174.00   978145.850741851376
           323.1000    -10.3000      52.00   978167.249098552158
           323.2000    -10.3000       8.00   978174.297146607656
           323.3000    -10.3000      62.00   978162.052155503188
           323.4000    -10.3000      26.00   978171.524100935087
           323.5000    -10.3000      30.00   978171.508900346467
           323.6000    -10.3000      22.00   978178.213126799674
           323.7000    -10.3000      10.00   978194.793841226376
           323.8000    -10.3000       0.00   978195.577856564778
           323.9000    -10.3000       0.00   978204.757513628341
           324.0000    -10.3000       0.00   978229.154976403457
           324.1000    -10.3000       0.00   978208.033202383318
           324.2000    -10.3000       0.00   978165.667495189817
           324.3000    -10.3000       0.00   978154.798648455297
           324.4000    -10.3000       0.00   978139.711893883068
           324.5000    -10.3000       0.00   978146.442395090126
           324.6000    -10.3000       0.00   978154.741569913342
           324.7000    -10.3000       0.00   978161.192847887985
           324.8000    -10.3000       0.00   978161.832209632965
           324.9000    -10.3000       0.00   978164.439800246852
           325.0000    -10.3000       0.00   978167.385425794753
           325.1000    -10.3000       0.00   978170.892541408888
           325.2000    -10.3000       0.00   978168.048417615704
           325.3000    -10.3000       0.00   978168.249685867457
           325.4000    -10.3000       0.00   978171.579974834574
           325.5000    -10.3000       0.00   978175.989749799366
           325.6000    -10.3000       0.00   978181.936997970450
           325.7000    -10.3000       0.00   978187.844870122848
           325.8000    -10.3000       0.00   978185.481386850821
           325.9000    -10.3000       0.00   978188.874059233232
           326.0000    -10.3000       0.00   978190.579211096046
           326.1000    -10.3000       0.00   978189.615262160776
           326.2000    -10.3000       0.00   978186.547833325574
           326.3000    -10.3000       0.00   978181.278107339982
           326.4000    -10.3000       0.00   978183.704335674644
           326.5000    -10.3000       0.00   978180.481773393112
           326.6000    -10.3000       0.00   978183.231748256250
           326.7000    -10.3000       0.00   978185.582552806009
           326.8000    -10.3000       0.00   978185.944608823396
           326.9000    -10.3000       0.00   978182.930913422373
           327.0000    -10.3000       0.00   978183.509261262836
           327.1000    -10.3000       0.00   978186.535943757975
           327.2000    -10.3000       0.00   978184.778228381183
           327.3000    -10.3000       0.00   978188.723676170106
           327.4000    -10.3000       0.00   978192.537820535945
           327.5000    -10.3000       0.00   978185.729138831142
           327.6000    -10.3000       0.00   978188.775997640099
           327.7000    -10.3000       0.00   978181.846878026263
           327.8000    -10.3000       0.00   978177.434648973285
           327.9000    -10.3000       0.00   978180.237732846988
           328.0000    -10.3000       0.00   978179.118419708102
           328.1000    -10.3000       0.00   978175.145962284296
           328.2000    -10.3000       0.00   978178.289208017173
           328.3000    -10.3000       0.00   978185.959326446406
           328.4000    -10.3000       0.00   978183.537373599596
           328.5000    -10.3000       0.00   978180.721458718413
           328.6000    -10.3000       0.00   978185.190098564140
           328.7000    -10.3000       0.00   978186.108724459889
           328.8000    -10.3000       0.00   978191.955313942628
           328.9000    -10.3000       0.00   978188.591947614448
           329.0000    -10.3000       0.00   978188.745310805854
           319.0000    -10.4000     549.00   978026.206671889988
           319.1000    -10.4000     540.00   978021.274167506373
           319.2000    -10.4000     524.00   978019.964111507055
           319.3000    -10.4000     554.00   978010.778050763765
           319.4000    -10.4000     652.00   977989.108962904080
           319.5000    -10.4000     816.00   977958.521498850081
           319.6000    -10.4000     824.00   977958.001074143569
           319.7000    -10.4000     716.00   977986.274389952305
           319.8000    -10.4000     586.00   978019.224348137854
           319.9000    -10.4000     498.00   978041.903709196718
           320.0000    -10.4000     450.00   978055.163777789916
           320.1000    -10.4000     424.00   978073.083322880208
           320.2000    -10.4000     382.00   978080.054733240395
           320.3000    -10.4000     369.00   978082.117482986185
           320.4000    -10.4000     423.00   978075.529005990014
           320.5000    -10.4000     441.00   978077.370566494530
           320.6000    -10.4000     419.00   978077.654096026672
           320.7000    -10.4000     479.00   978056.887974864221
           320.8000    -10.4000     446.00   978061.911361528444
           320.9000    -10.4000     536.00   978039.971144323470
           321.0000    -10.4000     540.00   978039.475433067419
           321.1000    -10.4000     446.00   978052.555354613578
           321.2000    -10.4000     569.00   978003.092437147046
           321.3000    -10.4000     482.00   978002.221361067845
           321.4000    -10.4000     480.00   977986.187971984735
           321.5000    -10.4000     545.00   977952.504039229476
           321.6000    -10.4000     429.00   977976.602766678785
           321.7000    -10.4000     409.00   977987.631043917849
           321.8000    -10.4000     359.00   978038.795986902667
           321.9000    -10.4000     224.00   978113.279648956493
           322.0000    -10.4000     214.00   978145.574503422249
           322.1000    -10.4000     201.00   978153.920551590854
           322.2000    -10.4000     270.00   978134.563690242008
           322.3000    -10.4000     301.00   978127.543864814448
           322.4000    -10.4000     249.00   978147.757271926617
           322.5000    -10.4000     235.00   978150.983022970380
           322.6000    -10.4000     204.00   978152.789595259819
           322.7000    -10.4000     197.00   978153.583274119534
           322.8000    -10.4000     218.00   978146.217757666600
           322.9000    -10.4000     145.00   978158.837343358784
           323.0000    -10.4000     144.00   978150.954617712996
           323.1000    -10.4000     148.00   978142.725774073391
           323.2000    -10.4000      88.00   978159.527408469701
           323.3000    -10.4000      83.00   978156.941772842547
           323.4000    -10.4000      10.00   978167.275995617849
           323.5000    -10.4000       3.00   978172.487773681525
           323.6000    -10.4000       8.00   978180.394771326217
           323.7000    -10.4000       0.00   978194.605247205705
           323.8000    -10.4000       0.00   978202.262725100270
           323.9000    -10.4000       0.00   978235.300105850329
           324.0000    -10.4000       0.00   978238.352616088465
           324.1000    -10.4000       0.00   978205.564234593417
           324.2000    -10.4000       0.00   978185.880627461243
           324.3000    -10.4000       0.00   978175.653522318113
           324.4000    -10.4000       0.00   978173.319619293325
           324.5000    -10.4000       0.00   978178.474038600340
           324.6000    -10.4000       0.00   978181.467560852412
           324.7000    -10.4000       0.00   978180.562947683502
           324.8000    -10.4000       0.00   978175.239511055639
           324.9000    -10.4000       0.00   978180.109868677799
           325.0000    -10.4000       0.00   978180.134465690935
           325.1000    -10.4000       0.00   978179.908744811080
           325.2000    -10.4000       0.00   978179.862882763147
           325.3000    -10.4000       0.00   978184.783932634979
           325.4000    -10.4000       0.00   978186.370791038265
           325.5000    -10.4000       0.00   978187.538683359977
           325.6000    -10.4000       0.00   978189.220936655649
           325.7000    -10.4000       0.00   978189.108473524684
           325.8000    -10.4000       0.00   978186.623844336718
           325.9000    -10.4000       0.00   978189.132146774442
           326.0000    -10.4000       0.00   978191.460510466015
           326.1000    -10.4000       0.00   978192.033827249776
           326.2000    -10.4000       0.00   978189.047409733641
           326.3000    -10.4000       0.00   978187.208837465383
           326.4000    -10.4000       0.00   978184.966520284535
           326.5000    -10.4000       0.00   978186.370565160760
           326.6000    -10.4000       0.00   978188.168107243255
           326.7000    -10.4000       0.00   978191.370631738100
           326.8000    -10.4000       0.00   978191.589634238626
           326.9000    -10.4000       0.00   978190.324666285305
           327.0000    -10.4000       0.00   978191.801128235762
           327.1000    -10.4000       0.00   978192.472062980523
           327.2000    -10.4000       0.00   978190.969308447558
           327.3000    -10.4000       0.00   978187.128153505386
           327.4000    -10.4000       0.00   978186.689271170762
           327.5000    -10.4000       0.00   978183.301184078329
           327.6000    -10.4000       0.00   978183.904719659709
           327.7000    -10.4000       0.00   978183.010566988494
           327.8000    -10.4000       0.00   978184.575216491939
           327.9000    -10.4000       0.00   978185.420717527857
           328.0000    -10.4000       0.00   978184.536756152869
           328.1000    -10.4000       0.00   978182.851791406632
           328.2000    -10.4000       0.00   978179.986463911831
           328.3000    -10.4000       0.00   978180.151394259883
           328.4000    -10.4000       0.00   978181.601570304832
           328.5000    -10.4000       0.00   978185.011050411151
           328.6000    -10.4000       0.00   978186.754892752739
           328.7000    -10.4000       0.00   978190.018228219007
           328.8000    -10.4000       0.00   978190.512116633938
           328.9000    -10.4000       0.00   978192.277743920800
           329.0000    -10.4000       0.00   978195.235951915267
           319.0000    -10.5000     550.00   978027.519089916837
           319.1000    -10.5000     534.00   978022.119107374223
           319.2000    -10.5000     568.00   978017.118693685974
           319.3000    -10.5000     589.00   978007.049411988119
           319.4000    -10.5000     720.00   977983.986355465953
           319.5000    -10.5000     824.00   977952.243591553881
           319.6000    -10.5000     698.00   977984.446591023356
           319.7000    -10.5000     680.00   977994.160830795416
           319.8000    -10.5000     531.00   978038.944063397124
           319.9000    -10.5000     464.00   978052.198505953653
           320.0000    -10.5000     408.00   978070.948365486576
           320.1000    -10.5000     507.00   978046.948203738662
           320.2000    -10.5000     368.00   978086.064853447489
           320.3000    -10.5000     387.00   978080.937602421385
           320.4000    -10.5000     419.00   978081.317727140267
           320.5000    -10.5000     425.00   978083.582190348883
           320.6000    -10.5000     417.00   978081.904987518210
           320.7000    -10.5000     443.00   978067.673797452357
           320.8000    -10.5000     436.00   978067.779691726551
           320.9000    -10.5000     404.00   978076.739245626261
           321.0000    -10.5000     457.00   978062.178183062118
           321.1000    -10.5000     386.00   978061.784483816824
           321.2000    -10.5000     495.00   978016.992131862557
           321.3000    -10.5000     478.00   977994.909198362846
           321.4000    -10.5000     371.00   978012.926010772586
           321.5000    -10.5000     445.00   977977.747361695510
           321.6000    -10.5000     453.00   977963.595894995844
           321.7000    -10.5000     397.00   977983.428213251173
           321.8000    -10.5000     293.00   978052.503685227712
           321.9000    -10.5000     295.00   978105.849066670169
           322.0000    -10.5000     364.00   978113.689765484654
           322.1000    -10.5000     163.00   978171.808757772204
           322.2000    -10.5000     190.00   978160.699185015052
           322.3000    -10.5000     215.00   978149.834638145287
           322.4000    -10.5000     253.00   978141.697143230587
           322.5000    -10.5000     249.00   978147.566674172296
           322.6000    -10.5000     193.00   978156.648534695036
           322.7000    -10.5000     160.00   978156.431330691907
           322.8000    -10.5000     186.00   978151.068829073571
           322.9000    -10.5000     174.00   978154.541858802084
           323.0000    -10.5000      61.00   978171.424124235986
           323.1000    -10.5000      50.00   978166.047188713797
           323.2000    -10.5000     106.00   978147.597531857435
           323.3000    -10.5000     122.00   978139.935129918624
           323.4000    -10.5000       7.00   978168.383341423236
           323.5000    -10.5000       9.00   978178.189984922297
           323.6000    -10.5000       2.00   978197.665679091820
           323.7000    -10.5000       0.00   978223.537323906785
           323.8000    -10.5000       0.00   978239.340260065626
           323.9000    -10.5000       0.00   978261.450435886974
           324.0000    -10.5000       0.00   978240.904035727843
           324.1000    -10.5000       0.00   978221.395625843783
           324.2000    -10.5000       0.00   978210.031252820743
           324.3000    -10.5000       0.00   978199.060111942817
           324.4000    -10.5000       0.00   978196.719091873267
           324.5000    -10.5000       0.00   978193.083444491727
           324.6000    -10.5000       0.00   978186.489162787911
           324.7000    -10.5000       0.00   978187.193118165131
           324.8000    -10.5000       0.00   978187.174592333031
           324.9000    -10.5000       0.00   978186.277046863339
           325.0000    -10.5000       0.00   978189.729002813925
           325.1000    -10.5000       0.00   978188.899497751729
           325.2000    -10.5000       0.00   978194.594548474299
           325.3000    -10.5000       0.00   978192.763858154649
           325.4000    -10.5000       0.00   978193.035339907045
           325.5000    -10.5000       0.00   978195.120215437608
           325.6000    -10.5000       0.00   978196.546698838356
           325.7000    -10.5000       0.00   978194.785642747884
           325.8000    -10.5000       0.00   978191.339454078116
           325.9000    -10.5000       0.00   978194.529322294169
           326.0000    -10.5000       0.00   978188.941063254606
           326.1000    -10.5000       0.00   978187.698937929235
           326.2000    -10.5000       0.00   978185.783793342998
           326.3000    -10.5000       0.00   978186.777809653897
           326.4000    -10.5000       0.00   978186.962405950297
           326.5000    -10.5000       0.00   978193.495706829824
           326.6000    -10.5000       0.00   978190.512143070577
           326.7000    -10.5000       0.00   978196.039646096993
           326.8000    -10.5000       0.00   978194.545396175352
           326.9000    -10.5000       0.00   978194.956148095313
           327.0000    -10.5000       0.00   978197.953573294100
           327.1000    -10.5000       0.00   978197.952051296248
           327.2000    -10.5000       0.00   978198.005669639562
           327.3000    -10.5000       0.00   978194.457395610516
           327.4000    -10.5000       0.00   978191.165459367563
           327.5000    -10.5000       0.00   978189.120115164667
           327.6000    -10.5000       0.00   978191.051542265224
           327.7000    -10.5000       0.00   978191.571549570886
           327.8000    -10.5000       0.00   978192.079835722572
           327.9000    -10.5000       0.00   978191.310207833420
           328.0000    -10.5000       0.00   978188.511767438264
           328.1000    -10.5000       0.00   978186.628282519523
           328.2000    -10.5000       0.00   978185.976132613141
           328.3000    -10.5000       0.00   978185.997214880888
           328.4000    -10.5000       0.00   978187.332270328072
           328.5000    -10.5000       0.00   978191.179196537007
           328.6000    -10.5000       0.00   978188.502664905158
           328.7000    -10.5000       0.00   978192.141811252455
           328.8000    -10.5000       0.00   978191.937025385327
           328.9000    -10.5000       0.00   978195.703635129146
           329.0000    -10.5000       0.00   978197.980614222120
           319.0000    -10.6000     542.00   978032.782780366368
           319.1000    -10.6000     533.00   978027.366940023960
           319.2000    -10.6000     756.00   977969.997099551954
           319.3000    -10.6000     649.00   978009.686717247590
           319.4000    -10.6000     791.00   977977.434487843304
           319.5000    -10.6000     793.00   977966.019907183596
           319.6000    -10.6000     813.00   977971.911695156829
           319.7000    -10.6000     505.00   978040.513005685061
           319.8000    -10.6000     491.00   978049.466251771082
           319.9000    -10.6000     414.00   978071.089401414385
           320.0000    -10.6000     390.00   978077.048114141100
           320.1000    -10.6000     458.00   978060.890241857967
           320.2000    -10.6000     374.00   978090.943405079073
           320.3000    -10.6000     353.00   978093.094477501698
           320.4000    -10.6000     378.00   978094.294308515498
           320.5000    -10.6000     408.00   978086.922397813643
           320.6000    -10.6000     392.00   978087.232224211097
           320.7000    -10.6000     359.00   978087.400111780385
           320.8000    -10.6000     488.00   978056.946304319310
           320.9000    -10.6000     375.00   978089.098181925830
           321.0000    -10.6000     323.00   978097.279438003083
           321.1000    -10.6000     331.00   978072.178708111518
           321.2000    -10.6000     417.00   978033.067417911487
           321.3000    -10.6000     342.00   978024.125390883535
           321.4000    -10.6000     372.00   978000.894682581769
           321.5000    -10.6000     405.00   977978.000934454729
           321.6000    -10.6000     397.00   977976.535311145359
           321.7000    -10.6000     353.00   978004.087211699691
           321.8000    -10.6000     294.00   978062.313990492374
           321.9000    -10.6000     287.00   978122.599526300561
           322.0000    -10.6000     291.00   978159.743347550975
           322.1000    -10.6000     263.00   978170.644341045641
           322.2000    -10.6000     149.00   978178.455130488495
           322.3000    -10.6000     228.00   978150.966046624002
           322.4000    -10.6000     178.00   978165.130706225988
           322.5000    -10.6000     190.00   978160.083244085545
           322.6000    -10.6000     198.00   978151.327988368692
           322.7000    -10.6000     322.00   978109.410355376895
           322.8000    -10.6000      93.00   978171.517345218454
           322.9000    -10.6000      71.00   978180.181225593318
           323.0000    -10.6000      56.00   978171.443102526478
           323.1000    -10.6000      88.00   978153.028747526347
           323.2000    -10.6000      59.00   978158.495306083467
           323.3000    -10.6000      11.00   978179.032510413788
           323.4000    -10.6000       0.00   978191.068286060006
           323.5000    -10.6000       0.00   978203.435395082575
           323.6000    -10.6000       0.00   978230.716464705765
           323.7000    -10.6000       0.00   978256.742623258033
           323.8000    -10.6000       0.00   978258.723414367065
           323.9000    -10.6000       0.00   978257.377472777618
           324.0000    -10.6000       0.00   978244.870108616189
           324.1000    -10.6000       0.00   978235.941913882853
           324.2000    -10.6000       0.00   978224.674221780617
           324.3000    -10.6000       0.00   978215.359411005513
           324.4000    -10.6000       0.00   978205.673608272802
           324.5000    -10.6000       0.00   978200.979938303703
           324.6000    -10.6000       0.00   978195.496136470814
           324.7000    -10.6000       0.00   978193.429080344737
           324.8000    -10.6000       0.00   978192.815003245953
           324.9000    -10.6000       0.00   978192.243850225350
           325.0000    -10.6000       0.00   978195.271778635215
           325.1000    -10.6000       0.00   978195.157307820511
           325.2000    -10.6000       0.00   978197.935450511635
           325.3000    -10.6000       0.00   978198.716148593347
           325.4000    -10.6000       0.00   978199.024522333406
           325.5000    -10.6000       0.00   978200.040787805803
           325.6000    -10.6000       0.00   978194.681617328664
           325.7000    -10.6000       0.00   978197.088834762806
           325.8000    -10.6000       0.00   978192.397144976072
           325.9000    -10.6000       0.00   978193.955297443201
           326.0000    -10.6000       0.00   978188.728470510454
           326.1000    -10.6000       0.00   978190.361145856557
           326.2000    -10.6000       0.00   978186.903997261776
           326.3000    -10.6000       0.00   978185.144291682052
           326.4000    -10.6000       0.00   978188.186189897940
           326.5000    -10.6000       0.00   978191.689696125221
           326.6000    -10.6000       0.00   978192.130554038333
           326.7000    -10.6000       0.00   978195.193031831412
           326.8000    -10.6000       0.00   978197.314689507242
           326.9000    -10.6000       0.00   978199.809285229072
           327.0000    -10.6000       0.00   978202.806595507660
           327.1000    -10.6000       0.00   978201.919445655425
           327.2000    -10.6000       0.00   978202.196782081388
           327.3000    -10.6000       0.00   978198.328176926589
           327.4000    -10.6000       0.00   978196.053685859661
           327.5000    -10.6000       0.00   978197.903030646848
           327.6000    -10.6000       0.00   978200.228775306023
           327.7000    -10.6000       0.00   978199.031856164453
           327.8000    -10.6000       0.00   978199.032582357642
           327.9000    -10.6000       0.00   978197.378930174164
           328.0000    -10.6000       0.00   978193.446500225342
           328.1000    -10.6000       0.00   978193.086217455333
           328.2000    -10.6000       0.00   978190.133154181880
           328.3000    -10.6000       0.00   978190.564630220295
           328.4000    -10.6000       0.00   978193.278510805103
           328.5000    -10.6000       0.00   978193.709935212275
           328.6000    -10.6000       0.00   978194.225948555861
           328.7000    -10.6000       0.00   978194.569639095920
           328.8000    -10.6000       0.00   978194.592711528065
           328.9000    -10.6000       0.00   978195.475971433683
           329.0000    -10.6000       0.00   978197.187754766666
           319.0000    -10.7000     542.00   978036.261616064934
           319.1000    -10.7000     543.00   978031.393811143935
           319.2000    -10.7000     558.00   978029.699055203469
           319.3000    -10.7000     794.00   977969.615821058513
           319.4000    -10.7000     702.00   977997.858963457053
           319.5000    -10.7000     698.00   977992.647296098876
           319.6000    -10.7000     875.00   977945.134184375289
           319.7000    -10.7000     472.00   978048.664860144607
           319.8000    -10.7000     417.00   978077.672689266619
           319.9000    -10.7000     412.00   978077.097348566749
           320.0000    -10.7000     404.00   978079.100122682168
           320.1000    -10.7000     343.00   978101.424654670758
           320.2000    -10.7000     441.00   978080.570640530670
           320.3000    -10.7000     315.00   978105.774645969970
           320.4000    -10.7000     353.00   978097.654335036292
           320.5000    -10.7000     387.00   978086.081871469505
           320.6000    -10.7000     450.00   978070.576895173173
           320.7000    -10.7000     390.00   978077.410518277553
           320.8000    -10.7000     353.00   978092.758681654581
           320.9000    -10.7000     321.00   978108.880180153064
           321.0000    -10.7000     268.00   978112.461711213342
           321.1000    -10.7000     344.00   978069.189704498975
           321.2000    -10.7000     375.00   978044.472942645778
           321.3000    -10.7000     381.00   978014.786035175202
           321.4000    -10.7000     285.00   978017.020010985900
           321.5000    -10.7000     272.00   978014.723337873467
           321.6000    -10.7000     345.00   977992.916060931864
           321.7000    -10.7000     268.00   978030.907642201288
           321.8000    -10.7000     259.00   978084.131714971154
           321.9000    -10.7000     336.00   978129.387298917980
           322.0000    -10.7000     352.00   978159.861138742650
           322.1000    -10.7000     468.00   978130.256403923850
           322.2000    -10.7000     396.00   978128.491934388177
           322.3000    -10.7000     138.00   978187.507240964798
           322.4000    -10.7000     180.00   978177.167500741663
           322.5000    -10.7000     177.00   978171.243462866638
           322.6000    -10.7000     164.00   978164.674034197233
           322.7000    -10.7000     128.00   978165.246945836348
           322.8000    -10.7000      25.00   978189.034869819065
           322.9000    -10.7000      55.00   978183.012087013340
           323.0000    -10.7000      30.00   978184.511121671763
           323.1000    -10.7000       3.00   978189.264778970042
           323.2000    -10.7000       6.00   978192.211740159546
           323.3000    -10.7000       0.00   978202.520846804371
           323.4000    -10.7000       0.00   978201.205521182041
           323.5000    -10.7000       0.00   978243.321149236290
           323.6000    -10.7000       0.00   978264.128713336773
           323.7000    -10.7000       0.00   978263.617672814522
           323.8000    -10.7000       0.00   978256.513575676712
           323.9000    -10.7000       0.00   978248.757032745401
           324.0000    -10.7000       0.00   978240.824974453659
           324.1000    -10.7000       0.00   978229.683884232771
           324.2000    -10.7000       0.00   978225.120049870922
           324.3000    -10.7000       0.00   978218.925467508147
           324.4000    -10.7000       0.00   978208.837504624506
           324.5000    -10.7000       0.00   978201.140045478242
           324.6000    -10.7000       0.00   978195.850146244746
           324.7000    -10.7000       0.00   978198.347143258899
           324.8000    -10.7000       0.00   978195.258056471008
           324.9000    -10.7000       0.00   978196.025249471655
           325.0000    -10.7000       0.00   978199.437708191108
           325.1000    -10.7000       0.00   978199.882561372826
           325.2000    -10.7000       0.00   978200.737490614876
           325.3000    -10.7000       0.00   978207.379095323966
           325.4000    -10.7000       0.00   978204.117842414766
           325.5000    -10.7000       0.00   978205.108539144625
           325.6000    -10.7000       0.00   978202.725699565606
           325.7000    -10.7000       0.00   978197.934209583444
           325.8000    -10.7000       0.00   978195.545823249384
           325.9000    -10.7000       0.00   978198.426796427462
           326.0000    -10.7000       0.00   978216.162241398590
           326.1000    -10.7000       0.00   978203.989247561782
           326.2000    -10.7000       0.00   978185.991776015493
           326.3000    -10.7000       0.00   978188.259689800558
           326.4000    -10.7000       0.00   978186.951116965967
           326.5000    -10.7000       0.00   978189.411513329251
           326.6000    -10.7000       0.00   978193.199511261075
           326.7000    -10.7000       0.00   978199.139394565951
           326.8000    -10.7000       0.00   978198.805175984977
           326.9000    -10.7000       0.00   978199.510581047391
           327.0000    -10.7000       0.00   978203.614460488549
           327.1000    -10.7000       0.00   978204.375800024602
           327.2000    -10.7000       0.00   978203.599049932207
           327.3000    -10.7000       0.00   978201.247629102785
           327.4000    -10.7000       0.00   978201.305716559640
           327.5000    -10.7000       0.00   978205.766296568792
           327.6000    -10.7000       0.00   978203.578199476586
