generating_institute     gfz-potsdam
     generating_date     2015/10/23
        product_type     gravity_field
                body     earth
           modelname     eigen-6c4
     max_used_degree          2190
         tide_system     tide_free
          functional     gravity_earth  (centrifugal term included)
                unit     mgal
          refsysname     WGS84
            gmrefpot      3.98600441800E+14 m**3/s**2
        radiusrefpot     6378137.000 m
          flatrefpot      3.352810664747480E-03   (1/298.25722356300)
         omegarefpot      7.29211500000E-05 1/s
    normal_potential      6.263685171456948E+07 m**2/s**2
       long_lat_unit     degree
      latlimit_north      -6.0000000000000    
      latlimit_south      -20.000000000000    
      longlimit_west       319.00000000000    
      longlimit_east       329.00000000000    
            gridstep      0.10000000000000    
  latitude_parallels           141
 longitude_parallels           101
number_of_gridpoints         14241
            gapvalue        9999999.0000
       weighted_mean      9.7827218E+05 mgal
            maxvalue      9.7879470E+05 mgal
            minvalue      9.7784516E+05 mgal
         signal_wrms      1.9344986E+02 mgal
         grid_format     long_lat_height_value
 
          longitude    latitude  h_over_geoid  gravity_earth
            [deg.]      [deg.]     [meter]         [mgal]
end_of_head ======================================================
           326.5000    -12.0000       0.00   978255.221735959058
           326.6000    -12.0000       0.00   978238.331325492007
           326.7000    -12.0000       0.00   978242.467995929997
           326.8000    -12.0000       0.00   978242.595643902081
           326.9000    -12.0000       0.00   978243.380614223890
           327.0000    -12.0000       0.00   978238.282712033833
           327.1000    -12.0000       0.00   978234.917610312696
           327.2000    -12.0000       0.00   978255.797054521507
           327.3000    -12.0000       0.00   978298.318056243937
           327.4000    -12.0000       0.00   978300.865410350845
           327.5000    -12.0000       0.00   978260.128995849751
           327.6000    -12.0000       0.00   978249.710666816565
           327.7000    -12.0000       0.00   978261.558327981387
           327.8000    -12.0000       0.00   978287.154151999857
           327.9000    -12.0000       0.00   978282.734624990961
           328.0000    -12.0000       0.00   978266.693644991377
           328.1000    -12.0000       0.00   978253.980776613345
           328.2000    -12.0000       0.00   978240.024832950905
           328.3000    -12.0000       0.00   978240.574261020520
           328.4000    -12.0000       0.00   978239.643023694865
           328.5000    -12.0000       0.00   978244.976626251126
           328.6000    -12.0000       0.00   978247.580984983360
           328.7000    -12.0000       0.00   978252.232936213375
           328.8000    -12.0000       0.00   978252.985712704482
           328.9000    -12.0000       0.00   978245.776776822517
           329.0000    -12.0000       0.00   978248.102274707635
           319.0000    -12.1000     628.00   978061.975740924128
           319.1000    -12.1000     721.00   978046.839583089110
           319.2000    -12.1000     614.00   978072.518293275498
           319.3000    -12.1000     655.00   978053.937682293472
           319.4000    -12.1000     455.00   978112.717777542653
           319.5000    -12.1000     400.00   978125.594959975919
           319.6000    -12.1000     408.00   978118.312730460661
           319.7000    -12.1000     394.00   978115.815639058594
           319.8000    -12.1000     298.00   978143.843432401307
           319.9000    -12.1000     305.00   978148.900747954147
           320.0000    -12.1000     299.00   978165.808717870503
           320.1000    -12.1000     252.00   978185.576654145611
           320.2000    -12.1000     295.00   978178.563202875783
           320.3000    -12.1000     463.00   978134.785924780532
           320.4000    -12.1000     258.00   978186.673726437613
           320.5000    -12.1000     255.00   978193.411676064716
           320.6000    -12.1000     234.00   978203.338170264266
           320.7000    -12.1000     273.00   978189.552153143915
           320.8000    -12.1000     190.00   978207.303984615719
           320.9000    -12.1000     165.00   978211.166532812058
           321.0000    -12.1000     243.00   978191.537412074162
           321.1000    -12.1000     208.00   978196.763414615998
           321.2000    -12.1000     278.00   978176.306350811385
           321.3000    -12.1000     231.00   978178.588632448344
           321.4000    -12.1000     210.00   978173.638360017212
           321.5000    -12.1000     211.00   978164.380342223449
           321.6000    -12.1000     198.00   978170.324854129110
           321.7000    -12.1000     181.00   978187.608610754483
           321.8000    -12.1000     174.00   978207.777413218282
           321.9000    -12.1000     111.00   978231.681601964752
           322.0000    -12.1000     101.00   978236.374981235596
           322.1000    -12.1000     154.00   978225.843905854505
           322.2000    -12.1000      47.00   978273.393671312719
           322.3000    -12.1000      15.00   978291.230239705765
           322.4000    -12.1000       0.00   978280.493691827520
           322.5000    -12.1000       0.00   978277.436216948205
           322.6000    -12.1000       0.00   978214.712599046761
           322.7000    -12.1000       0.00   978187.554852039320
           322.8000    -12.1000       0.00   978217.249222742976
           322.9000    -12.1000       0.00   978249.970448569395
           323.0000    -12.1000       0.00   978261.819583831355
           323.1000    -12.1000       0.00   978262.678108424181
           323.2000    -12.1000       0.00   978257.968243991490
           323.3000    -12.1000       0.00   978252.705901348032
           323.4000    -12.1000       0.00   978247.476319216075
           323.5000    -12.1000       0.00   978246.312526438385
           323.6000    -12.1000       0.00   978242.645351415151
           323.7000    -12.1000       0.00   978232.137492264039
           323.8000    -12.1000       0.00   978233.142822367139
           323.9000    -12.1000       0.00   978233.883473997470
           324.0000    -12.1000       0.00   978234.852711776388
           324.1000    -12.1000       0.00   978237.834546923521
           324.2000    -12.1000       0.00   978243.599547539256
           324.3000    -12.1000       0.00   978242.821868111147
           324.4000    -12.1000       0.00   978240.875018705381
           324.5000    -12.1000       0.00   978236.397761664353
           324.6000    -12.1000       0.00   978235.800292458734
           324.7000    -12.1000       0.00   978232.647521529812
           324.8000    -12.1000       0.00   978235.511832727469
           324.9000    -12.1000       0.00   978244.626434086706
           325.0000    -12.1000       0.00   978236.251771744341
           325.1000    -12.1000       0.00   978227.217507319991
           325.2000    -12.1000       0.00   978225.253934036940
           325.3000    -12.1000       0.00   978236.369354651659
           325.4000    -12.1000       0.00   978289.586060360773
           325.5000    -12.1000       0.00   978328.875771248364
           325.6000    -12.1000       0.00   978274.447899672552
           325.7000    -12.1000       0.00   978230.785927257384
           325.8000    -12.1000       0.00   978235.450305329170
           325.9000    -12.1000       0.00   978247.206269646296
           326.0000    -12.1000       0.00   978255.520273373812
           326.1000    -12.1000       0.00   978269.112677767291
           326.2000    -12.1000       0.00   978308.163848809199
           326.3000    -12.1000       0.00   978331.326407098211
           326.4000    -12.1000       0.00   978303.955058645923
           326.5000    -12.1000       0.00   978273.904549889150
           326.6000    -12.1000       0.00   978240.773163772421
           326.7000    -12.1000       0.00   978241.838681540452
           326.8000    -12.1000       0.00   978242.602938622818
           326.9000    -12.1000       0.00   978241.376350970939
           327.0000    -12.1000       0.00   978249.171358841704
           327.1000    -12.1000       0.00   978243.266151560121
           327.2000    -12.1000       0.00   978246.470065492671
           327.3000    -12.1000       0.00   978264.855546668754
           327.4000    -12.1000       0.00   978273.240795247606
           327.5000    -12.1000       0.00   978254.977429337217
           327.6000    -12.1000       0.00   978261.395863559330
           327.7000    -12.1000       0.00   978284.544931800454
           327.8000    -12.1000       0.00   978307.696326559526
           327.9000    -12.1000       0.00   978312.320966915693
           328.0000    -12.1000       0.00   978310.322570916382
           328.1000    -12.1000       0.00   978274.820439172327
           328.2000    -12.1000       0.00   978243.551265930641
           328.3000    -12.1000       0.00   978236.963227579021
           328.4000    -12.1000       0.00   978239.389062721748
           328.5000    -12.1000       0.00   978244.645280102734
           328.6000    -12.1000       0.00   978247.657263639034
           328.7000    -12.1000       0.00   978253.345566319884
           328.8000    -12.1000       0.00   978253.548498059041
           328.9000    -12.1000       0.00   978248.048476286815
           329.0000    -12.1000       0.00   978250.981253755861
           319.0000    -12.2000     653.00   978065.014857554925
           319.1000    -12.2000     752.00   978041.737450806308
           319.2000    -12.2000     603.00   978074.726380544133
           319.3000    -12.2000     527.00   978096.740015441435
           319.4000    -12.2000     506.00   978104.295925033744
           319.5000    -12.2000     438.00   978116.481466114637
           319.6000    -12.2000     351.00   978132.076812862069
           319.7000    -12.2000     336.00   978133.164175824146
           319.8000    -12.2000     292.00   978147.883752968977
           319.9000    -12.2000     261.00   978169.544235411566
           320.0000    -12.2000     250.00   978183.724660419626
           320.1000    -12.2000     237.00   978192.052235055016
           320.2000    -12.2000     247.00   978189.610477123642
           320.3000    -12.2000     338.00   978172.372812695219
           320.4000    -12.2000     245.00   978192.638799667358
           320.5000    -12.2000     220.00   978205.404810032807
           320.6000    -12.2000     210.00   978206.959139300743
           320.7000    -12.2000     292.00   978190.003670388833
           320.8000    -12.2000     195.00   978208.128922119271
           320.9000    -12.2000     183.00   978207.061034309561
           321.0000    -12.2000     241.00   978195.421767526306
           321.1000    -12.2000     232.00   978195.088983892114
           321.2000    -12.2000     270.00   978180.680846676114
           321.3000    -12.2000     225.00   978183.624747658847
           321.4000    -12.2000     166.00   978188.391883703880
           321.5000    -12.2000     213.00   978166.428053480689
           321.6000    -12.2000     121.00   978195.533805771731
           321.7000    -12.2000     112.00   978209.426874332014
           321.8000    -12.2000      89.00   978230.720975584933
           321.9000    -12.2000      80.00   978243.640723858611
           322.0000    -12.2000      90.00   978249.635036588530
           322.1000    -12.2000      66.00   978271.567228539847
           322.2000    -12.2000      12.00   978299.723195903120
           322.3000    -12.2000       0.00   978290.275590931531
           322.4000    -12.2000       0.00   978287.626833759015
           322.5000    -12.2000       0.00   978246.816907054046
           322.6000    -12.2000       0.00   978193.895625953912
           322.7000    -12.2000       0.00   978209.623308187816
           322.8000    -12.2000       0.00   978237.683083012002
           322.9000    -12.2000       0.00   978258.435545644257
           323.0000    -12.2000       0.00   978262.626218190882
           323.1000    -12.2000       0.00   978261.891246453393
           323.2000    -12.2000       0.00   978261.584851222578
           323.3000    -12.2000       0.00   978255.392563763773
           323.4000    -12.2000       0.00   978251.499227891560
           323.5000    -12.2000       0.00   978244.226060385816
           323.6000    -12.2000       0.00   978247.398838472436
           323.7000    -12.2000       0.00   978240.802296926617
           323.8000    -12.2000       0.00   978240.996284360182
           323.9000    -12.2000       0.00   978240.335269304807
           324.0000    -12.2000       0.00   978243.808510119095
           324.1000    -12.2000       0.00   978247.253276488511
           324.2000    -12.2000       0.00   978251.891350000049
           324.3000    -12.2000       0.00   978247.187930330867
           324.4000    -12.2000       0.00   978250.236034731031
           324.5000    -12.2000       0.00   978245.570188381709
           324.6000    -12.2000       0.00   978243.006787940278
           324.7000    -12.2000       0.00   978239.337848950061
           324.8000    -12.2000       0.00   978240.292205473059
           324.9000    -12.2000       0.00   978239.216054786113
           325.0000    -12.2000       0.00   978250.492540091276
           325.1000    -12.2000       0.00   978249.748690022039
           325.2000    -12.2000       0.00   978235.561157280346
           325.3000    -12.2000       0.00   978237.691505367868
           325.4000    -12.2000       0.00   978275.163636005716
           325.5000    -12.2000       0.00   978330.892975330353
           325.6000    -12.2000       0.00   978303.550619180081
           325.7000    -12.2000       0.00   978257.886394916568
           325.8000    -12.2000       0.00   978239.752546865842
           325.9000    -12.2000       0.00   978245.352008464979
           326.0000    -12.2000       0.00   978250.617870194837
           326.1000    -12.2000       0.00   978265.693934621057
           326.2000    -12.2000       0.00   978288.295282484032
           326.3000    -12.2000       0.00   978305.655041409307
           326.4000    -12.2000       0.00   978284.174600821454
           326.5000    -12.2000       0.00   978260.318300884333
           326.6000    -12.2000       0.00   978241.798806002713
           326.7000    -12.2000       0.00   978243.968812455656
           326.8000    -12.2000       0.00   978246.060365045094
           326.9000    -12.2000       0.00   978257.866842923104
           327.0000    -12.2000       0.00   978280.415741487755
           327.1000    -12.2000       0.00   978250.900230176281
           327.2000    -12.2000       0.00   978242.807457579183
           327.3000    -12.2000       0.00   978244.396370480536
           327.4000    -12.2000       0.00   978242.968120709644
           327.5000    -12.2000       0.00   978250.802941547241
           327.6000    -12.2000       0.00   978265.668978908216
           327.7000    -12.2000       0.00   978285.208343347767
           327.8000    -12.2000       0.00   978328.561880211695
           327.9000    -12.2000       0.00   978374.970678761834
           328.0000    -12.2000       0.00   978383.817676938255
           328.1000    -12.2000       0.00   978320.127792927087
           328.2000    -12.2000       0.00   978261.875505150296
           328.3000    -12.2000       0.00   978239.633233050816
           328.4000    -12.2000       0.00   978239.488959568087
           328.5000    -12.2000       0.00   978244.556062395684
           328.6000    -12.2000       0.00   978249.680962544284
           328.7000    -12.2000       0.00   978253.475726320990
           328.8000    -12.2000       0.00   978251.662628002814
           328.9000    -12.2000       0.00   978252.114262728719
           329.0000    -12.2000       0.00   978253.732018089620
           319.0000    -12.3000     657.00   978062.399641208351
           319.1000    -12.3000     630.00   978078.921931504156
           319.2000    -12.3000     539.00   978094.748067243258
           319.3000    -12.3000     493.00   978116.549219262786
           319.4000    -12.3000     447.00   978121.022670809529
           319.5000    -12.3000     410.00   978123.952664907207
           319.6000    -12.3000     359.00   978131.829443106311
           319.7000    -12.3000     322.00   978139.509558413061
           319.8000    -12.3000     268.00   978157.947270071716
           319.9000    -12.3000     264.00   978171.221934721805
           320.0000    -12.3000     304.00   978170.633443071740
           320.1000    -12.3000     240.00   978192.916363308905
           320.2000    -12.3000     240.00   978192.108656501514
           320.3000    -12.3000     258.00   978191.754727432388
           320.4000    -12.3000     235.00   978197.192611901322
           320.5000    -12.3000     265.00   978195.945454180706
           320.6000    -12.3000     210.00   978206.060406387784
           320.7000    -12.3000     224.00   978201.632352173096
           320.8000    -12.3000     217.00   978201.901093431865
           320.9000    -12.3000     186.00   978209.151634895010
           321.0000    -12.3000     138.00   978221.947768719750
           321.1000    -12.3000     227.00   978199.708265356137
           321.2000    -12.3000     227.00   978190.147190717282
           321.3000    -12.3000     118.00   978212.786624569679
           321.4000    -12.3000     145.00   978195.369365804829
           321.5000    -12.3000     170.00   978192.150004608673
           321.6000    -12.3000     128.00   978202.274799721898
           321.7000    -12.3000     125.00   978212.198639139533
           321.8000    -12.3000      91.00   978234.149161146022
           321.9000    -12.3000     103.00   978250.765711737797
           322.0000    -12.3000      64.00   978280.575438612141
           322.1000    -12.3000      40.00   978299.548183059669
           322.2000    -12.3000       0.00   978297.673990739742
           322.3000    -12.3000       0.00   978289.541291297879
           322.4000    -12.3000       0.00   978276.261797121144
           322.5000    -12.3000       0.00   978219.637233996531
           322.6000    -12.3000       0.00   978202.465385506628
           322.7000    -12.3000       0.00   978235.095192988403
           322.8000    -12.3000       0.00   978259.551954759634
           322.9000    -12.3000       0.00   978265.514031790895
           323.0000    -12.3000       0.00   978262.721979267779
           323.1000    -12.3000       0.00   978260.682402957696
           323.2000    -12.3000       0.00   978259.242695639143
           323.3000    -12.3000       0.00   978255.211281488533
           323.4000    -12.3000       0.00   978254.820396880503
           323.5000    -12.3000       0.00   978251.781084379065
           323.6000    -12.3000       0.00   978252.521863908158
           323.7000    -12.3000       0.00   978250.496490927180
           323.8000    -12.3000       0.00   978247.522460840060
           323.9000    -12.3000       0.00   978248.965178215411
           324.0000    -12.3000       0.00   978255.254841923481
           324.1000    -12.3000       0.00   978252.170936336159
           324.2000    -12.3000       0.00   978254.771857065614
           324.3000    -12.3000       0.00   978254.241897301166
           324.4000    -12.3000       0.00   978255.806306354702
           324.5000    -12.3000       0.00   978256.055141236866
           324.6000    -12.3000       0.00   978250.021806525416
           324.7000    -12.3000       0.00   978246.526909940410
           324.8000    -12.3000       0.00   978245.132031614194
           324.9000    -12.3000       0.00   978248.028583745472
           325.0000    -12.3000       0.00   978248.757004181040
           325.1000    -12.3000       0.00   978251.345448807580
           325.2000    -12.3000       0.00   978240.238181710010
           325.3000    -12.3000       0.00   978240.341083860956
           325.4000    -12.3000       0.00   978248.223467364209
           325.5000    -12.3000       0.00   978257.014815992094
           325.6000    -12.3000       0.00   978264.137597275549
           325.7000    -12.3000       0.00   978278.167609297554
           325.8000    -12.3000       0.00   978260.546758856741
           325.9000    -12.3000       0.00   978251.268504141131
           326.0000    -12.3000       0.00   978249.516150857322
           326.1000    -12.3000       0.00   978258.008067951421
           326.2000    -12.3000       0.00   978259.950439398061
           326.3000    -12.3000       0.00   978266.886779595749
           326.4000    -12.3000       0.00   978265.933490773081
           326.5000    -12.3000       0.00   978262.035231520771
           326.6000    -12.3000       0.00   978253.139201392769
           326.7000    -12.3000       0.00   978252.719902573968
           326.8000    -12.3000       0.00   978256.964735523681
           326.9000    -12.3000       0.00   978280.769359643687
           327.0000    -12.3000       0.00   978303.938477506861
           327.1000    -12.3000       0.00   978257.801734635257
           327.2000    -12.3000       0.00   978248.420526083210
           327.3000    -12.3000       0.00   978244.911877800710
           327.4000    -12.3000       0.00   978247.554651112761
           327.5000    -12.3000       0.00   978245.524581028963
           327.6000    -12.3000       0.00   978248.347799112438
           327.7000    -12.3000       0.00   978252.338875894668
           327.8000    -12.3000       0.00   978285.120434617973
           327.9000    -12.3000       0.00   978352.267861848930
           328.0000    -12.3000       0.00   978389.792256213957
           328.1000    -12.3000       0.00   978339.376395235537
           328.2000    -12.3000       0.00   978272.315461854450
           328.3000    -12.3000       0.00   978247.600231287302
           328.4000    -12.3000       0.00   978247.621020770632
           328.5000    -12.3000       0.00   978250.138673565816
           328.6000    -12.3000       0.00   978253.923275463283
           328.7000    -12.3000       0.00   978256.614729772322
           328.8000    -12.3000       0.00   978258.174375205999
           328.9000    -12.3000       0.00   978259.322328708484
           329.0000    -12.3000       0.00   978262.581106460304
           319.0000    -12.4000     663.00   978065.917089991621
           319.1000    -12.4000     666.00   978069.297859869897
           319.2000    -12.4000     530.00   978101.598189748125
           319.3000    -12.4000     543.00   978106.294219075586
           319.4000    -12.4000     491.00   978119.151500527165
           319.5000    -12.4000     378.00   978145.460682276287
           319.6000    -12.4000     325.00   978148.041613305919
           319.7000    -12.4000     293.00   978150.426880083978
           319.8000    -12.4000     264.00   978160.633939951775
           319.9000    -12.4000     242.00   978173.632760594948
           320.0000    -12.4000     229.00   978186.098054984002
           320.1000    -12.4000     272.00   978180.350331315421
           320.2000    -12.4000     199.00   978201.220011795056
           320.3000    -12.4000     216.00   978198.884475914994
           320.4000    -12.4000     198.00   978205.365195337916
           320.5000    -12.4000     235.00   978196.046032480081
           320.6000    -12.4000     176.00   978212.062047039624
           320.7000    -12.4000     189.00   978213.731462342315
           320.8000    -12.4000     157.00   978222.858420422999
           320.9000    -12.4000     177.00   978212.237063416746
           321.0000    -12.4000     145.00   978225.265248315758
           321.1000    -12.4000     217.00   978201.114162774873
           321.2000    -12.4000     198.00   978201.177135822945
           321.3000    -12.4000     171.00   978202.435381633462
           321.4000    -12.4000      86.00   978224.425371055375
           321.5000    -12.4000     136.00   978208.873443396064
           321.6000    -12.4000     122.00   978210.898612106452
           321.7000    -12.4000      88.00   978225.361232638243
           321.8000    -12.4000      59.00   978252.623164969729
           321.9000    -12.4000      78.00   978272.014839990996
           322.0000    -12.4000      77.00   978292.796419130405
           322.1000    -12.4000       7.00   978302.474584501470
           322.2000    -12.4000       0.00   978302.542779047159
           322.3000    -12.4000       0.00   978296.714496141416
           322.4000    -12.4000       0.00   978231.205485512619
           322.5000    -12.4000       0.00   978213.325659193913
           322.6000    -12.4000       0.00   978238.506675997283
           322.7000    -12.4000       0.00   978258.760524934856
           322.8000    -12.4000       0.00   978266.599549614708
           322.9000    -12.4000       0.00   978267.999784648768
           323.0000    -12.4000       0.00   978263.734237957629
           323.1000    -12.4000       0.00   978265.187694802298
           323.2000    -12.4000       0.00   978264.860181812197
           323.3000    -12.4000       0.00   978259.863236305770
           323.4000    -12.4000       0.00   978256.908684470574
           323.5000    -12.4000       0.00   978259.530340295634
           323.6000    -12.4000       0.00   978255.529247279279
           323.7000    -12.4000       0.00   978256.840398897184
           323.8000    -12.4000       0.00   978254.575493511977
           323.9000    -12.4000       0.00   978255.872689869720
           324.0000    -12.4000       0.00   978253.461372163729
           324.1000    -12.4000       0.00   978256.516216844902
           324.2000    -12.4000       0.00   978255.956568059279
           324.3000    -12.4000       0.00   978260.952787945163
           324.4000    -12.4000       0.00   978260.161495397217
           324.5000    -12.4000       0.00   978258.160727765993
           324.6000    -12.4000       0.00   978256.466639594059
           324.7000    -12.4000       0.00   978254.354240429471
           324.8000    -12.4000       0.00   978251.500250791549
           324.9000    -12.4000       0.00   978253.624723731191
           325.0000    -12.4000       0.00   978247.980053926003
           325.1000    -12.4000       0.00   978248.105931151775
           325.2000    -12.4000       0.00   978249.610261002905
           325.3000    -12.4000       0.00   978244.558000601013
           325.4000    -12.4000       0.00   978244.928176158457
           325.5000    -12.4000       0.00   978244.612937203492
           325.6000    -12.4000       0.00   978243.178013725672
           325.7000    -12.4000       0.00   978255.436910633463
           325.8000    -12.4000       0.00   978262.765671018162
           325.9000    -12.4000       0.00   978260.111368209240
           326.0000    -12.4000       0.00   978261.862069389783
           326.1000    -12.4000       0.00   978272.058894848567
           326.2000    -12.4000       0.00   978271.519974005176
           326.3000    -12.4000       0.00   978265.791016705334
           326.4000    -12.4000       0.00   978260.389422064181
           326.5000    -12.4000       0.00   978257.795452105580
           326.6000    -12.4000       0.00   978256.946969228913
           326.7000    -12.4000       0.00   978261.159054575022
           326.8000    -12.4000       0.00   978264.254776098416
           326.9000    -12.4000       0.00   978279.737056338461
           327.0000    -12.4000       0.00   978310.711875353125
           327.1000    -12.4000       0.00   978274.165598682943
           327.2000    -12.4000       0.00   978257.474313876010
           327.3000    -12.4000       0.00   978255.373935566167
           327.4000    -12.4000       0.00   978252.791160796420
           327.5000    -12.4000       0.00   978250.653148141690
           327.6000    -12.4000       0.00   978252.754041500506
           327.7000    -12.4000       0.00   978248.428620068124
           327.8000    -12.4000       0.00   978264.071038672235
           327.9000    -12.4000       0.00   978289.211271867738
           328.0000    -12.4000       0.00   978325.465753283817
           328.1000    -12.4000       0.00   978313.372203445993
           328.2000    -12.4000       0.00   978274.245406428934
           328.3000    -12.4000       0.00   978261.274718112312
           328.4000    -12.4000       0.00   978270.266238197335
           328.5000    -12.4000       0.00   978266.416546736844
           328.6000    -12.4000       0.00   978257.459578334820
           328.7000    -12.4000       0.00   978262.903521835455
           328.8000    -12.4000       0.00   978263.379328533891
           328.9000    -12.4000       0.00   978266.743260704563
           329.0000    -12.4000       0.00   978265.290190845029
           319.0000    -12.5000     621.00   978076.056937611545
           319.1000    -12.5000     600.00   978090.452104013297
           319.2000    -12.5000     506.00   978109.082772625843
           319.3000    -12.5000     646.00   978085.948744259193
           319.4000    -12.5000     483.00   978123.019790092716
           319.5000    -12.5000     359.00   978150.948628613958
           319.6000    -12.5000     309.00   978158.954682387877
           319.7000    -12.5000     260.00   978163.326916796737
           319.8000    -12.5000     240.00   978166.470078058308
           319.9000    -12.5000     239.00   978171.685896064271
           320.0000    -12.5000     233.00   978174.512837460265
           320.1000    -12.5000     204.00   978190.289324322250
           320.2000    -12.5000     203.00   978193.283402640489
           320.3000    -12.5000     185.00   978199.367920693592
           320.4000    -12.5000     232.00   978181.398737413925
           320.5000    -12.5000     193.00   978197.864736549556
           320.6000    -12.5000     150.00   978217.396043391200
           320.7000    -12.5000     150.00   978224.122516640346
           320.8000    -12.5000     116.00   978240.557890481083
           320.9000    -12.5000     114.00   978236.616175925941
           321.0000    -12.5000     220.00   978208.098983538453
           321.1000    -12.5000     216.00   978208.104091053829
           321.2000    -12.5000     136.00   978222.959401485627
           321.3000    -12.5000      67.00   978230.064263532171
           321.4000    -12.5000      82.00   978225.073934504646
           321.5000    -12.5000      54.00   978231.268275270471
           321.6000    -12.5000      58.00   978229.254560610396
           321.7000    -12.5000      44.00   978241.435907647945
           321.8000    -12.5000      78.00   978258.909907337162
           321.9000    -12.5000      61.00   978289.660088003846
           322.0000    -12.5000      50.00   978309.033350080485
           322.1000    -12.5000       0.00   978286.070315664518
           322.2000    -12.5000       0.00   978277.199050140334
           322.3000    -12.5000       0.00   978235.270100445952
           322.4000    -12.5000       0.00   978207.832797926036
           322.5000    -12.5000       0.00   978245.688762180391
           322.6000    -12.5000       0.00   978270.479113022913
           322.7000    -12.5000       0.00   978273.369591869414
           322.8000    -12.5000       0.00   978271.491657564417
           322.9000    -12.5000       0.00   978270.021862028167
           323.0000    -12.5000       0.00   978267.264735706733
           323.1000    -12.5000       0.00   978270.677806439111
           323.2000    -12.5000       0.00   978267.203832195722
           323.3000    -12.5000       0.00   978262.496682813740
           323.4000    -12.5000       0.00   978261.075429157121
           323.5000    -12.5000       0.00   978259.833962563658
           323.6000    -12.5000       0.00   978258.447886830894
           323.7000    -12.5000       0.00   978258.107999648433
           323.8000    -12.5000       0.00   978256.621972127003
           323.9000    -12.5000       0.00   978258.066400390584
           324.0000    -12.5000       0.00   978255.550006708363
           324.1000    -12.5000       0.00   978259.389296997921
           324.2000    -12.5000       0.00   978260.154856114299
           324.3000    -12.5000       0.00   978259.140251275036
           324.4000    -12.5000       0.00   978263.427333687316
           324.5000    -12.5000       0.00   978260.423945700051
           324.6000    -12.5000       0.00   978264.187002117629
           324.7000    -12.5000       0.00   978258.243216673727
           324.8000    -12.5000       0.00   978258.395312592038
           324.9000    -12.5000       0.00   978257.161060338025
           325.0000    -12.5000       0.00   978256.740854469128
           325.1000    -12.5000       0.00   978253.850917390198
           325.2000    -12.5000       0.00   978254.084621692309
           325.3000    -12.5000       0.00   978250.384620918427
           325.4000    -12.5000       0.00   978249.736446031020
           325.5000    -12.5000       0.00   978248.055444252212
           325.6000    -12.5000       0.00   978248.016800560523
           325.7000    -12.5000       0.00   978247.326820215327
           325.8000    -12.5000       0.00   978251.242686909158
           325.9000    -12.5000       0.00   978251.411511608982
           326.0000    -12.5000       0.00   978254.018361109192
           326.1000    -12.5000       0.00   978264.887934295810
           326.2000    -12.5000       0.00   978277.855898031150
           326.3000    -12.5000       0.00   978276.474576517125
           326.4000    -12.5000       0.00   978266.737880776403
           326.5000    -12.5000       0.00   978264.057055079495
           326.6000    -12.5000       0.00   978264.276076068170
           326.7000    -12.5000       0.00   978271.179555087234
           326.8000    -12.5000       0.00   978266.263959040050
           326.9000    -12.5000       0.00   978270.908154433244
           327.0000    -12.5000       0.00   978315.630060540396
           327.1000    -12.5000       0.00   978291.563629463897
           327.2000    -12.5000       0.00   978261.974555284251
           327.3000    -12.5000       0.00   978263.470828249352
           327.4000    -12.5000       0.00   978258.356194609893
           327.5000    -12.5000       0.00   978261.032353905379
           327.6000    -12.5000       0.00   978262.419473206392
           327.7000    -12.5000       0.00   978259.086479370249
           327.8000    -12.5000       0.00   978256.619230266311
           327.9000    -12.5000       0.00   978259.655536849401
           328.0000    -12.5000       0.00   978293.691372516565
           328.1000    -12.5000       0.00   978312.057048710180
           328.2000    -12.5000       0.00   978284.734130226192
           328.3000    -12.5000       0.00   978274.398901764420
           328.4000    -12.5000       0.00   978304.116803342127
           328.5000    -12.5000       0.00   978291.745189399342
           328.6000    -12.5000       0.00   978266.302481899620
           328.7000    -12.5000       0.00   978267.523552308441
           328.8000    -12.5000       0.00   978267.771717285621
           328.9000    -12.5000       0.00   978273.118399400613
           329.0000    -12.5000       0.00   978269.180968648870
           319.0000    -12.6000     608.00   978080.474415352801
           319.1000    -12.6000     599.00   978096.333270890056
           319.2000    -12.6000     512.00   978105.948178559309
           319.3000    -12.6000     412.00   978143.730523172882
           319.4000    -12.6000     360.00   978148.330649831565
           319.5000    -12.6000     533.00   978111.390179090318
           319.6000    -12.6000     326.00   978166.840002634446
           319.7000    -12.6000     296.00   978159.971635230002
           319.8000    -12.6000     241.00   978171.613086953876
           319.9000    -12.6000     226.00   978169.533124670619
           320.0000    -12.6000     207.00   978174.766249230364
           320.1000    -12.6000     221.00   978184.508084209985
           320.2000    -12.6000     256.00   978178.016071775113
           320.3000    -12.6000     199.00   978185.395342666889
           320.4000    -12.6000     175.00   978194.689611875801
           320.5000    -12.6000     153.00   978205.306769595714
           320.6000    -12.6000     139.00   978217.073544683517
           320.7000    -12.6000     151.00   978228.871087004314
           320.8000    -12.6000     240.00   978211.111875402392
           320.9000    -12.6000     213.00   978218.862894490478
           321.0000    -12.6000     129.00   978236.322479891940
           321.1000    -12.6000     192.00   978210.544423672138
           321.2000    -12.6000     104.00   978228.906418110011
           321.3000    -12.6000       3.00   978247.883836242021
           321.4000    -12.6000      72.00   978221.557863588445
           321.5000    -12.6000      57.00   978222.619129174273
           321.6000    -12.6000      43.00   978231.225329937879
           321.7000    -12.6000      39.00   978247.580965069821
           321.8000    -12.6000      36.00   978280.947534636362
