"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,33,"BRA","Brazil",33,"BRA","Brazil","BRAZIL","Brazil","Brasil",NA,NA,NA,"Brésil ","Brasil ","<U+0411><U+0440><U+0430><U+0437><U+0438><U+043B><U+0438><U+044F> ","<U+0627><U+0644><U+0628><U+0631><U+0627><U+0632><U+064A><U+0644>","<U+5DF4><U+897F> ",NA,NA,"Brazil","BR",NA,"BR",76,"~1900","Present",170406280,8507128,20.0309998862131,"South America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Lower middle income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
